free_text,label_id,clean_text
Lại Hợp Sâm wtf ?????,1,lại hợp sâm wtf ? ? ? ? ?
Lâu lâu share lại để qua dich bắt còng đau no lại. Khỏi về việt nam nhe m,0,lâu_lâu share lại để qua dich bắt còng đau no lại . khỏi về việt_nam nhe m
Đoàn Duy Diện xin địa chỉ bro ưiiii 🤣🤣🤣,0,đoàn duy_diện xin địa_chỉ bro ưi
em lập xong cho thầy r thầy ơi,0,em lập xong cho thầy r thầy ơi
HÀ nội đó niềm tin yêu hi vọng của núi sông hôm nay và mai sau,0,hà_nội đó niềm tin_yêu hi_vọng của núi sông hôm_nay và mai_sau
Em chỉ tin mỗi con Susan của thầy thôi,0,em chỉ tin mỗi con susan của thầy thôi
"Ra rả phát biểu làm như cương quyết bảo vệ môi trường lắm, nhưng tau vẫn cho nhiệt điện vào nhé tụi bay làm éo gì đc =))) đúng là đừng nghe những gì chúng nói",1,"ra rả phát_biểu làm như cương_quyết bảo_vệ môi_trường lắm , nhưng tau vẫn cho nhiệt_điện vào nhé tụi bay làm éo gì đc đúng là đừng nghe những gì chúng nói"
Về quê làm vlog đi thầy !!!,0,về quê làm vlog đi thầy ! ! !
"đúng rồi, thế giới này chỗ nào cũng núp để bắn hết đấy",0,"đúng rồi , thế_giới này chỗ nào cũng núp để bắn hết đấy"
NT Lý trend nha bạn iuuuuu,0,nt_lý trend nha bạn iu
Nợ xấu chồng chất,0,nợ xấu chồng_chất
nghệ đẹp a ơi,0,nghệ đẹp a ơi
Má 4h sáng nghe kể cũng phiêu lắm...thôi đéo nghe 🤭🤭sợ vl,0,má 4 h sáng nghe kể cũng phiêu lắm ... thôi đéo nghe sợ vãi lồn
1 chai 400k chắc lời cỡ 250 cồn ko. Uỗn tiền dữ lắm lun. Giờ gặp livetream của nó lước lẹ,0,1 chai 400 k chắc lời cỡ 250 cồn ko . uỗn tiền dữ lắm lun . giờ gặp livetream của nó lước lẹ
Giờ là tới lúc bọn chúng trả thù người biểu tình,2,giờ là tới lúc bọn chúng trả_thù người biểu_tình
Xin video sếp,0,xin video sếp
Ông Trần dần chữa bệnh covi ở việt nam mới về đó âm tính rồi chúc mừng chú,0,ông trần dần chữa bệnh covi ở việt_nam mới về đó âm_tính rồi chúc_mừng chú
con nay mat dai,2,con nay mat dai
Còn người ko nhậu thì bằng 100 bưa ăn pk?,0,còn người ko nhậu thì bằng 100 bưa ăn_pk ?
già mà non :)),1,già mà non
Sơn Tùng găm mì ở nhà đánh dota thôi,0,sơn_tùng găm mì ở nhà đánh dota thôi
K thích làm công chúa,0,k thích làm công_chúa
Tiền tri dự đoán chừng nào hết dịch coviid?,0,tiền tri dự_đoán chừng nào hết dịch coviid ?
Xức xắcccc :3,0,xức xắc
Thu đi để lại lá vàng,0,thu đi để lại lá vàng
Co thi noi hong ai muong noi nha,0,co thi noi hong ai muong noi nha
Ân Phan bún riêu =)),0,ân phan_bún_riêu
ai mua đâu mà sale :v,0,ai mua đâu mà sale
ngưng ngược đãi vacxin ha :(,0,ngưng ngược_đãi vacxin ha
Nhật Nam áo đỏ chứng tỏ iu anh :v,0,nhật nam áo đỏ chứng_tỏ iu anh
9 xác,0,9 xác
Hoàng Xuân Tâm cứ nghĩ mình hài hước😏,0,hoàng xuân_tâm cứ nghĩ mình hài_hước
"Lên chi SG , bà đó ở đài Loan mà tìm gì trời",0,"lên chi_sg , bà đó ở đài_loan mà tìm gì trời"
"Nghe đâu mỗi năm mất gần hơn 900 tỷ để duy trì cái xác ấy sống mãi trong sự nghiệp cướp bóc của chúng nó. Kinh , xác cha già chúng nó mà chúng nó cũng ko tha, xơi luôn.Bao nhiêu năm rồi nhỉ?!",2,"nghe đâu mỗi năm mất gần hơn 900 tỷ để duy_trì cái xác ấy sống mãi trong sự_nghiệp cướp_bóc của chúng_nó . kinh , xác cha già chúng_nó mà chúng_nó cũng ko_tha , xơi luôn . bao_nhiêu năm rồi nhỉ ? !"
Khang Khang nước người ta bị cả mấy trăm ca còn chưa cho nghỉ,0,khang khang_nước người ta bị cả mấy trăm công an còn chưa cho nghỉ
Thằng này đánh trẻ con chấn thương nặng vì nghi cháu lấy trộm vợt cầu lông,0,thằng này đánh trẻ_con chấn_thương nặng vì nghi cháu lấy trộm vợt cầu lông
Duck Anh mày sv đó,2,duck anh mày sinh viên đó
Châu Nguyễn Phương Duy không ib được,0,châu nguyễn_phương_duy không ib được
1 phút thôi mà nhìn kìa,0,1 phút thôi mà nhìn kìa
Anh hứa trong này anh sẽ thực hiện tốt . Chờ anh đi anh sắp về rồi,0,anh hứa trong này anh sẽ thực_hiện tốt . chờ anh đi anh sắp về rồi
Nguyễn Lâm Nhật Khoa abe của t mà tụi bây mang ra làm trò đùa v😂😂😂😂,0,nguyễn_lâm_nhật khoa abe của t mà tụi bây mang ra làm trò đùa v
Trần Quốc Hưng mi ko thấy thầy tao cướp red à :)))) cướp đc người ta gọi là levi còn như vậy mới là thầy tao :))),0,trần quốc_hưng mi ko thấy thầy tao cướp red à cướp đc người ta gọi là levi còn như_vậy mới là thầy tao
Mang Các giáo án từ việt nam ra thế giới,0,mang các giáo_án từ việt_nam ra thế_giới
Thuyết cc,1,thuyết con cặc
Ôi thầy em! Thầy là một người thầy rất mẫu mực và tâm huyết. Thầy đưa giáo án từ susan0175 đến giáo án poppy sách phép không sai một phát nào luôn ý :)) Giờ lại đến giáo án dùng tốc biến với phản xạ nhanh như chớp :)) thạt bổ ích làm sao,0,ôi thầy em ! thầy là một người thầy rất mẫu_mực và tâm_huyết . thầy đưa giáo_án từ susan0175 đến giáo_án poppy sách_phép không sai một phát nào luôn ý_giờ lại đến giáo_án dùng tốc_biến với phản_xạ nhanh như chớp_thạt bổ_ích làm_sao
nhờ Thầy đấy thank thầy Thầy Sena :3,0,nhờ thầy đấy thank thầy thầy sena
"Dân đen ăn lồn hết rồi, đkm :D",1,"dân đen ăn_lồn hết rồi , đkm"
sống hết mình vì đam mê vì gia đình anh ưi,0,sống hết_mình vì đam_mê vì gia_đình anh ưi
Không sợ địch mạnh sợ đồng đội thiếu suy nghĩ 🤣🤣🤣,0,không sợ địch mạnh sợ đồng_đội thiếu suy_nghĩ
Yêuu,0,yêuu
Kkkkk chuyện hay,0,k chuyện hay
"Lê Khánh An đúng á . Trăm người trăm ý , biết làm sao cho vừa lòng thiên hạ",0,"lê khánh_an đúng á . trăm người trăm_ý , biết làm_sao cho vừa_lòng thiên_hạ"
K biết fan cứng có thêm đc tí tỉ lệ nào không nhỉ :v,0,k biết fan cứng có thêm đc_tí tỉ_lệ nào không nhỉ
Neu đang j từ mình sáng tạo hay.thi đó mới hoi là tai năng cua mình .con này đang tạo lao anh hưởng thế hệ trẻ nhỏ.mo Phật,0,neu đang j từ mình sáng_tạo hay.thi đó mới_hoi là tai_năng cua mình . con này đang tạo lao anh hưởng thế_hệ trẻ nhỏ . mo phật
Thầy ơi em muốn mua khô gà về cho quán bia,0,thầy ơi em muốn mua khô gà về cho quán bia
lý do ai cũng đoán đc mà :3,0,lý_do ai cũng đoán đc mà
Có ai biết paper chính của trần dần ko ạ,0,có ai biết paper chính của trần dần ko ạ
Nguyễn Thuận cmt = não đi bạn,2,nguyễn_thuận_cmt não đi bạn
Đỉnh kout,0,đỉnh cao
Nguyễn Thị Yến Nhi đúng là lưỡi ko xương nhiều đường lắt léo,0,nguyễn_thị yến_nhi đúng là lưỡi ko xương nhiều đường lắt_léo
Mày lại ngu nữa!!! Mày bị nhồi sọ đến mức không thể biết đâu là biển đâu là bờ à!? Tội cho m quá,2,mày lại ngu nữa ! ! !_mày bị nhồi sọ đến mức không_thể biết_đâu là biển đâu là bờ à ! ?_tội cho m quá
Chào thầy !!! Chơi bê đê không thầy :)),0,chào thầy ! ! !_chơi bê đê không thầy
Hoang mang vailunnn,1,hoang_mang vailun
Giả bộ chửi chửi xong cho tiền tụi nó nữa àh.,0,giả_bộ chửi chửi xong cho tiền tụi nó nữa àh .
Em thì thích nhất môn này của thầy mong thầy ra khoá mới để em học tập thêm ạ,0,em thì thích nhất môn này của thầy mong thầy ra khóa mới để em học_tập thêm ạ
Hồi xưa la CƯỚP k à,0,hồi xưa_la cướp k à
Lần sau mở nhạc khác đổi vận anh êi :)),0,lần sau mở nhạc khác đổi vận anh êi
Doi lên voi xuống chó,0,doi lên voi xuống chó
1 tỷ ko bằng miến dải chùi lozz của chị 3 =)),0,1 tỷ ko bằng miến dải chùi_lozz của chị 3
._. Cô 3 giàu thấy mẹ hà,0,. _ . cô 3 giàu thấy mẹ hà
Già mà non,1,già mà non
Ông này ghét trung cộng  mà  hình như ông ta  múa bài quyền  phù cáo  có mùi    Tàu khựa,2,ông này ghét trung_cộng mà hình_như ông ta múa bài quyền phù_cáo có mùi tàu khựa
Like,0,like
Hé nhô,0,hé nhô
Áo tùng sói khá nổi ;)),0,áo_tùng sói khá nổi
Tiểu tiểu chào abe nhé 😂,0,tiểu_tiểu chào_abe nhé
Tối nay chơi game gì các bạn nhỏ hay là xem.phim😁,0,tối nay chơi game gì các bạn nhỏ hay_là xem.phim
"Thực ra ở thành phố kẹt xe quá, mình ko chịu được nên chuyển về quê. Kể ra bác ấy nói cũng có vế đúng",0,"thực_ra ở thành_phố kẹt xe quá , mình ko chịu được nên chuyển về quê . kể ra bác ấy nói cũng có vế đúng"
Cayyy =))),0,cay
Thứ bóng dơ,1,thứ bóng dơ
"Đã like avt của t bao giờ chưa mà gáy, làm như t cần m dùng face lắm ý",0,"đã like_avt của t bao_giờ chưa mà gáy , làm như t cần m dùng face lắm ý"
"Đúng rồi mọi thứ mông lung , cứ chìm vào mớ suy nghĩ hỗn độn , và mày ko thể thoát đc :))",0,"đúng rồi mọi thứ mông lung , cứ chìm vào mớ suy_nghĩ hỗn_độn , và mày ko_thể thoát đc"
sung ban không trung dao chat khong dut ma tron so covid,0,sung ban không_trung_dao chat khong dut ma_tron so covid
Dô con di mây ngon lâm ma,2,dô con di_mây ngon lâm_ma
Thiên đường của cs!,2,thiên_đường của cuộc sống !
Lâm Đình Khoa bô xanh lá,0,lâm_đình_khoa bô xanh lá
Chỉ là kiếm cơm thôi mà :'(,0,chỉ là kiếm cơm thôi mà : ' (
Một người thầy tốt,0,một người thầy tốt
Hay wa,0,hay wa
"Ơ cái địt con mẹ con Vj Chon lon nào vào sủa cái câu ngu ngục vcl =))) mục đích ca sĩ ra bài là để cho khán giả nghe ,thưởng thức. Và các khán giả có quyền nhân xét về sản phẩm đó ? Lại là mấy con fans hâm mộ trẩu tre này",2,"ơ cái địt con mẹ_con vj chon lon nào vào sủa cái câu ngu ngục vãi cả lồn mục_đích ca_sĩ ra bài là để cho khán_giả nghe , thưởng_thức . và các khán_giả có quyền nhân_xét về sản_phẩm đó ? lại là mấy con fans hâm_mộ trẩu tre này"
Styles chống quê 🌚,0,styles chống quê
Thật ra: đu càng tốn cả triệu đô. Chỉ có ở bọn CS quan lớn tham nhủng. Đưa gđình và con cái du học định cư sung sướng. Chứ bò đỏ umê bưng bô làm gì có cửa đu. Chỉ biết làm con chốt thí cho giặc tàu.. ha ha,2,thật rađu càng tốn cả triệu đô . chỉ có ở bọn cs_quan lớn tham_nhủng . đưa gđình và con_cái du_học định_cư sung_sướng . chứ bò đỏ umê bưng_bô làm_gì có cửa_đu . chỉ biết làm con chốt thí cho giặc tàu .. ha ha
Độ chưa bao giờ làm chúng tôi thất vọng =))),0,độ chưa bao_giờ làm chúng_tôi thất_vọng
Chúng nó soi mói từ ca si đi đái..ngủ gật..lộ vếu..còn tin quan trọng thì đéo dám đưa tin..truyền thông toàn bọn báo lá cải,2,chúng_nó soi_mói từ ca sĩ đi đái_.. ngủ gật .. lộ vếu .. còn tin quan_trọng thì đéo dám đưa tin .. truyền_thông toàn bọn báo lá cải
Yêu em cho đến tận cùng,0,yêu em cho đến tận_cùng
nhân vật chính chung lò với John Wich :))),0,nhân_vật chính chung lò với john wich
Lam Pham Ai Chau add em nữa chị ưi ❤,0,lam pham ai chau add em nữa chị ưi
Toanggggggggggg 😂,0,toang
Hoàng Thanh Trung xin clip đi ông,0,hoàng_thanh trung_xin clip đi ông
"Ak cốp 6 ""m không thoát được đâu con trai tu bi con ti niu""",0,"ak cốp 6 "" m không thoát được đâu con trai tu_bi con ti_niu """
Mặt Lam chí khanh sao ngộ vậy,0,mặt lam_chí_khanh sao_ngộ vậy
Đây là thằng nào dám làm trc mặt t,0,đây là thằng nào dám làm trc mặt t
"Tao góp ý nhé. Ý kiến của tao là như này, tao nói ra nếu có mất lòng anh em thì tao cũng chịu, tại vì tao cũng chỉ muốn đóng góp một chút ý kiến cho anh em biết là tao cũng là một người có ý kiến. Đấy nói tóm lại là tao góp ý vậy thôi còn anh em hiểu hay không thì cũng không biết. Ai đang rảnh thì bỏ vài giây ra để đọc cmt này.... Để biết là tao có ý kiến",0,"tao góp_ý nhé . ý_kiến của tao là như này , tao nói ra nếu có mất_lòng anh_em thì tao cũng chịu , tại vì tao cũng chỉ muốn đóng_góp một_chút ý_kiến cho anh_em biết là tao cũng là một người có ý_kiến . đấy nói_tóm_lại là tao góp_ý vậy thôi còn anh_em hiểu hay không thì cũng không biết . ai đang rảnh thì bỏ vài giây ra để đọc cmt này .... để biết là tao có ý_kiến"
Tham nhũng bắn bỏ.,0,tham_nhũng bắn bỏ .
Nga Nguyễn xem ròi à,0,nga nguyễn xem_ròi à
tks thầy nha ♥,0,tks thầy nha
2h sáng nghe tới chữ Long Xuyên 5 năm trước mà rợn hết da gà... Do đang ở lx,0,2 h sáng nghe tới chữ long xuyên 5 năm trước mà rợn hết da_gà ... do đang ở lx
Lin gà của MU về giao lưu với bộ tộc,0,lin gà của mu về giao_lưu với bộ_tộc
Chỉ là lại từ bỏ tiền ra cho cày view thôi chứ hay cc j đâu,1,chỉ là lại từ_bỏ tiền ra cho cày_view thôi chứ hay con cặc j đâu
Thế sản phẩm kính đeo mắt này giá bao nhiêu anh ơi =)),0,thế sản_phẩm kính đeo mắt này giá bao_nhiêu anh ơi
1 con chó điên đã vào sủa và cắn....,1,1 con chó điên đã vào sủa và cắn ....
Cừi ha ha,0,cừi ha ha
Phạm AnhQuân ae cho xin link stream hôm đó,0,phạm anhquân_ae cho xin link stream hôm đó
ăn mì gói <3,0,ăn mì gói <3
Hiệp Đinh các cụ đã bảo là đừng bh cãi nhau vs bọn con gái rùi lại còn,0,hiệp đinh các cụ đã bảo là đừng bao giờ cãi nhau vs bọn con gái rùi lại còn
"Ổng tư tưởng tiến bộ lên rồi, hết 3 que r",2,"ổng tư_tưởng tiến_bộ lên rồi , hết 3 que r"
@Fufu Nguyen hihi hk coi la hk đk,0,nguyen hihi không coi_la không đăng kí
Bùi Cao Minh toang '),0,bùi cao_minh toang ' )
"Hiệp Đinh m muốn đi hiến máu giúp họ, nhưg khi hiến rồi mới biết bị nhiễm thì sao hả thằng bàn phím , đầu to mà óc cứ như củ cứt 🤗🤗🤗",2,"hiệp đinh m muốn đi hiến máu giúp họ , nhưg khi hiến rồi mới biết bị nhiễm thì sao hả thằng bàn_phím , đầu to mà_óc cứ như củ cứt"
Xin video ạ,0,xin video ạ
Tối nay shop acc thầy Ba sẽ có nhiều acc hơn để chúng ta mua :)),0,tối nay shop acc thầy ba sẽ có nhiều acc hơn để chúng_ta mua
Vịt Bông vì nước ngoài người ta ý thức hơn đó bạn,0,vịt bông vì nước_ngoài người ta ý_thức hơn đó bạn
Vô lí nhưng rất thuyết phục!,0,vô_lí nhưng rất thuyết_phục !
Con thương cô lắm. Ai lớp du chu cờ mo 😘,0,con thương cô lắm . ai lớp du_chu cờ mo
"Thái Dương Nguyễn lúc nhìn thấy giống gái , lúc nhìn giống trai hihi",0,"thái_dương nguyễn_lúc nhìn thấy giống gái , lúc nhìn giống trai hihi"
Ok tộc trưởng. Chúc lễ vui vẻ,0,ok tộc_trưởng . chúc lễ vui_vẻ
Theo thông tin câph nhật thì dòng sông Hương đã đưa 1/2 thí sinh ra xa bờ còn 1/2 còn lại đã bị đè chớt bên tích phân 😌,0,theo thông_tin câph_nhật thì dòng sông hương đã đưa 1/2 thí_sinh ra xa bờ còn 1/2 còn lại đã bị đè_chớt bên tích phân
Khởi động để mai tung con bài tấu hài vào =)),0,khởi_động để mai tung con bài tấu hài vào
có Tú lo mà,0,có tú lo mà
Được anh ơi,0,được anh ơi
Nhãthi Lê ui xời cà ria cà ria :))),0,nhãthi lê_ui xời cà_ria cà_ria
"Hoàng Yến đây, cánh hoa của bạn trọng thượng và hồ vân",0,"hoàng yến đây , cánh hoa của bạn trọng_thượng và hồ vân"
Ông bỏ bê mẹ con tôi hơi bị lâu r đấy. Tùng sói said:)))),0,ông bỏ_bê mẹ_con tôi hơi bị lâu r đấy . tùng sói said
Tất khủng long mắt lồi hân hạnh được tài trợ bức ảnh này!!,0,tất khủng_long mắt lồi hân_hạnh được tài_trợ bức ảnh này ! !
thầy gê thiệt,0,thầy gê thiệt
Cái việc này làm cho mn bị tối cổ quá nhanh quá nguy hiểm 🙂,0,cái việc này làm cho mọi người bị tối cổ quá nhanh quá nguy_hiểm
Ád mỉa mai vc cơ mà tao thích,1,ád mỉa_mai vc_cơ mà tao thích
Trần Sang óc vật,2,trần sang_óc vật
Idol tuiii,0,idol tui
Không có tiền thì stream dưới ao,0,không có tiền thì stream dưới ao
Nguyễn Khánh Quen riết r lại muốn có ny,0,nguyễn_khánh_quen riết r lại muốn có người yêu
Nguyễn Quỳnh Anh đến khổ với ô Tiệp :)),0,nguyễn_quỳnh anh đến khổ với ô tiệp
Chưa thấy con đàn bà nào mà xấu như con linh lóc xấu mà còn bị khùng nữa,2,chưa thấy con đàn_bà nào mà xấu như con linh_lóc xấu mà_còn bị khùng nữa
Đặng Lê Nguyên Nguyễn Tấn Quí,0,đặng lê_nguyên nguyễn_tấn quí
Abe đúng là thật xàm l ;v,2,abe đúng là thật xàm l
Nguyễn Bảo Trung t cũng ko bt nữa,0,nguyễn bảo_trung_t cũng ko biết nữa
🙂,0,
"Haha, làm xong hổng biết có còn nhận ra nhau kkkk",0,"haha , làm xong hổng biết có còn nhận ra nhau k"
"Người ta da mặt dày, mỡ nhìu đi xe hơi máy lạnh kiếng cách nhiệt",0,"người ta da mặt dày , mỡ nhìu đi xe_hơi máy_lạnh kiếng cách nhiệt"
Anh tao thấy ngột ngạt quá mà :))),0,anh tao thấy ngột_ngạt quá mà
Tội những ng sợ những chi tiết như tao,0,tội những ng_sợ những chi_tiết như tao
Khá giống :))),0,khá giống
"Tiền nhiều làm gì ??? Câu hỏi ấy được rất nhiều bạn trẻ và người lớn đã luôn đặt ra , vâng ngày hôm nay tôi xin được trả lời cho câu hỏi của mọi người là tiền nhiều dùng mua Khô Gà Thầy Ba , khô gà nhà thầy ba , rất ngon , đc xé nhỏ vừa miệng , dưới bà",0,"tiền nhiều làm gì ? ? ? câu hỏi ấy được rất nhiều bạn trẻ và người_lớn đã luôn đặt ra , vâng ngày hôm_nay tôi xin được trả_lời cho câu hỏi của mọi người là tiền nhiều dùng mua khô gà thầy ba , khô gà nhà thầy ba , rất ngon , đc xé nhỏ vừa miệng , dưới bà"
From Lisa Cailay with love 🥰,0,from lisa cailay with love
Nhận mọi kèo tâm sự nhá ..,0,nhận mọi kèo tâm_sự nhá ..
Thời đại rực rỡ,0,thời_đại rực_rỡ
a tôi tốn tiền r =)),0,a tôi tốn tiền r
Tui muốn tập này lên tab thịnh hành.,0,tui muốn tập này lên tab thịnh_hành .
Mà công nhận cô này xấu ng mà xấu nết thiệt . ng ta gọi là xấu đều là đúng,2,mà công_nhận cô này xấu ng mà xấu_nết thiệt . người ta gọi_là xấu đều là đúng
Chắc hết dịch là đóng cửa là vừa,0,chắc hết dịch là đóng_cửa là vừa
Dương Quỳnh 😂,0,dương_quỳnh
🙄,0,
Là cô my dù hả thầy,0,là cô my dù hả thầy
Anh đéo phải trình bày,2,anh đéo phải trình_bày
"Rất cảm phục những Nhân Sỹ như Chú , canh cánh trong lòng những nỗi niềm với Tổ Quốc , với dân tộc và phải có một lòng can đảm phi thường mới dám chấp bút viết những điều này 👍🏼👍🏼👍🏼",0,"rất cảm_phục những nhân_sỹ như chú , canh_cánh trong lòng những nỗi_niềm với tổ_quốc , với dân_tộc và phải có một_lòng can_đảm phi_thường mới dám chấp_bút viết những điều này"
Ai nhanh hơn tui,0,ai nhanh hơn tui
Còn đó nó bị nứng lồn rồi nên nó chọc Ng ta,2,còn đó nó bị nứng lồn rồi nên nó chọc người ta
Minh Khánh đr b bài này t nghe hơi ngứa xíu,1,minh khánh_đr b bài này t nghe hơi ngứa_xíu
1% sức mạnh của team,0,1 % sức_mạnh của team
Giọng hát hay thiệt mà,0,giọng hát hay thiệt mà
"Nguyễn Thị Thủy Tiên giờ mới thấy có người tỉnh táo. Công ty gì mà có dịch cũng bắt đi làm không cho nv nghỉ gì hết, buồn hết sức :)))",0,"nguyễn_thị_thủy tiên_giờ mới thấy có người tỉnh_táo . công_ty gì mà có dịch cũng bắt đi làm không cho nhân viên nghỉ gì hết , buồn hết_sức"
"1 Câu nói của ông Trần Dần kg biết bao nhiêu câu "" Tứt  diên "" và ""ở Đờ "" .",0,"1 câu nói của ông trần dần kg biết_bao_nhiêu câu "" tứt diên "" và "" ở đờ "" ."
Bạn bè mà 1 người có ý thức còn 1 ng thì....ý thức nhỏ như trái nho :),2,bạn_bè mà 1 người có ý_thức còn 1 ng thì .... ý_thức nhỏ như trái nho
Cái style nó ngộ💁,0,cái style nó ngộ
Lộ clip bả giả liệu từ lúc 5phut30 ae xem kỹ lại biết lien,0,lộ clip bả giả_liệu từ lúc 5 phut30 anh em xem kỹ lại biết lien
Chúc mừg abe căc hơi to nha !,2,chúc mừg abe căc hơi to_nha !
Hạnh phúc nhé :))),0,hạnh_phúc nhé
Đời cháu đi tiểu,0,đời cháu đi tiểu
Định Cao tính ra 2 ce mình đi trước trend ☺️☺️🤣,0,định cao tính ra 2 chị em mình đi trước trend
khịa vãi l = )))),1,khịa vãi l
Nhắm làm lại mẹ tao hk :))) hay lắm mẹ ơi love you ❤️❤️❤️,0,nhắm làm lại mẹ tao không hay lắm mẹ ơi love you
Pótay. Cơm,0,pótay . cơm
Cũng cà mau nè p6 m.n đk kênh giúp e với ạ,0,cũng cà_mau nè p6 m . n đăng kí kênh giúp e với ạ
Thâm hết cả hậu!!!,1,thâm hết cả hậu ! ! !
Con 3 vang ngoc mac ao dam giong quy,2,con 3 vang ngoc mac ao dam giong quy
Thằng việt quá ngu nhưng lại a dua thằng trung cẩu,2,thằng việt quá ngu nhưng lại a_dua thằng trung_cẩu
Dc vl anh :))),0,dc vãi lồn anh
nguyễn liêm nhầm lẫn tai hại,0,nguyễn_liêm nhầm_lẫn tai_hại
Nguyễn Vạn Xuân Nguyên ?,0,nguyễn_vạn xuân_nguyên ?
Bạo dâm thì chỉ có thg pew thích thôi (trích lời tộc trưởng ),0,bạo_dâm thì chỉ có thg pew thích thôi ( trích lời tộc_trưởng )
Chuẩn rồi. Bọn nó k có lập trường và định kiến. Loại người như vậy sống cũng éo để làm gì. Đúng sai mà còn k biết thì biết gì ?,2,chuẩn rồi . bọn nó k có lập_trường và định_kiến . loại người như_vậy sống cũng éo để làm gì . đúng sai mà_còn k biết thì biết gì ?
Chắc ko ?,0,chắc ko ?
Huy Germany đúng á giọng nghe khá nhỏ,0,huy germany đúng á_giọng nghe khá nhỏ
Xin video vs b,0,xin video vs b
Bình Võ người sida đâu ai xông pha đi hiến máu 🙂,0,bình võ người sida đâu ai xông pha đi hiến máu
Cô panda đã like + share+ sub,0,cô panda đã like + share + sub
"Anh phóng viên Hoàng Lân ,lúc phỏng vấn ông TD mà không buồn cười à?",0,"anh phóng_viên hoàng_lân , lúc phỏng_vấn ông thể dục mà không buồn_cười à ?"
Vl.gắt,1,vãi lồn . gắt
Chụp cái ảnh thôi làm đéo gì đâu mà phiền,1,chụp cái ảnh thôi làm đéo gì đâu mà phiền
Xin nhẹ nha thầy,0,xin nhẹ nha thầy
Quang Luật nghe vẻ ổn bạn êiiiii😂,0,quang_luật nghe vẻ ổn bạn êi
Làm cái giáo án janna ad đi thầy ơi :V,0,làm cái giáo_án janna ad đi thầy ơi
Mất lịch sự thì có,1,mất lịch_sự thì có
Chuôi con Linh love Chet Chet me no Di nguoi dep oi,2,chuôi con linh_love chet chet me no di_nguoi dep oi
Có diên ha,0,có diên ha
:DD,0,
Game j v thầy,0,game j v thầy
so dien con nek 0855639826,0,so dien con nek 0855639826
Cực kì thuyết phục 🤣🤣,0,cực_kì thuyết_phục
Tuổi trẻ chưa trải sự đời,0,tuổi_trẻ chưa trải sự đời
"Óc nó được nhồi đậu phụ thối mà, so sánh như thế là ad sai rồi",1,"óc nó được nhồi đậu phụ thối mà , so_sánh như thế là ad sai rồi"
Cố vấn cấp cao cho đàn c hó,2,cố_vấn cấp cao cho đàn c hó
Kinh nghiệm 5 năm học lớp 11 của Sela 😁😁😁,0,kinh_nghiệm 5 năm_học lớp 11 của sela
Ủa đáng lí con gà phải là Abe chứ :)),0,ủa đáng_lí con gà phải là abe chứ
Đc huy hiệu đó để làm gì vậy ae,0,đc huy_hiệu đó để làm gì vậy anh em
Thanh Thanh chăn trần bông như hình mẫu nha b,0,thanh thanh_chăn trần_bông như hình_mẫu nha b
"NGUYỄN Anh Tuấn “ Dạ ...Trần Dần là 3/// nhưng mà que đã què nen không còn khả năng xỏ lá nữa  chỉ cái tội bị mắc đường bố nói xàm mà thôi 😁😀🤓”
Mỗi khi thấy lão tôi không thể chửi nửa .............mà chỉ cười tét rốn
Vì coi như xem hài miễn phí vậy mà
😂🤣",2,nguyễn anh tuấn “ dạ ... trần dần là 3 / / / nhưng_mà que đã què_nen không còn khả_năng xỏ lá nữa chỉ cái tội bị mắc đường bố nói xàm mà thôi ” mỗi khi thấy lão tôi không_thể chửi nửa ............. mà chỉ cười_tét_rốn vì coi như xem hài miễn_phí vậy mà
Nguyễn Huy Hanh bảnh không biết bọn icm này sớm hơn,0,nguyễn_huy_hanh bảnh không biết bọn icm này sớm hơn
"Cầu mong chỉ dừng lại con số 38 đừng bao giờ lên 40,chỉ mong nhưng người con dân việt nam hiện đang bị ncov19 mong hết bịnh và nhưng người hiện đang xét nghiệm nghi ngờ đều bị âm tính ncov19 hết ,mong những điều tốt đẹp đếnh vơi con dân Việt Nam ❤️",0,"cầu_mong chỉ dừng lại con_số 38 đừng bao_giờ lên 40 , chỉ mong nhưng người con dân việt_nam hiện đang bị ncov19 mong hết bịnh và nhưng người hiện đang xét_nghiệm nghi_ngờ đều bị âm_tính ncov19 hết , mong những điều tốt_đẹp đếnh vơi con dân việt_nam"
Đức Thịnh 😒😒😒😒😒,0,đức thịnh
"Ace nào muốn xem stream mà không có tg xem thì mỗi tối 10h/1h59p (thứ 2/ thứ 7 - chủ nhật nha)kênh Mixi gaming vào like stream hôm sau muốn xem lại thì vào phần đã thích xem lại nhé ,hôm nào đen bị bản quyền thì chịu",0,"anh chị em nào muốn xem stream mà không có thời gian xem thì mỗi tối 10 h / 1 h59p ( thứ 2 / thứ 7 - chủ_nhật nha ) kênh mixi gaming vào like stream hôm sau muốn xem_lại thì vào phần đã thích xem_lại nhé , hôm nào đen bị bản_quyền thì chịu"
gầm bàn của anh lại khá là sạch :>,0,gầm bàn của anh lại khá là sạch : >
😍,0,
đợi em để em có kèo mới thơm hơn anh rồi em sẽ chừ chối anh sau vậy :v kkkk,0,đợi em để em có kèo mới thơm hơn anh rồi em sẽ chừ chối anh sau vậy k
Con Linh nó vẫn chứng nào tật nấy . Vì bản chất của nó là vậy. 😏,2,con linh nó vẫn chứng nào tật nấy . vì bản_chất của nó là vậy .
Lú luôn,0,lú luôn
