free_text,label_id,clean_text
"Sẽ có 1 ngày những người ủng hộ tự do, chống độc tài sẽ bị đám cầu thủ đỏ chửi bới, tục tằn ko khác gì đám bò đỏ chửi",2,"sẽ có 1 ngày những người ủng_hộ , chống độc_tài sẽ bị đám cầu_thủ đỏ chửi_bới , tục tằn_ko gì đám bò đỏ chửi"
Nguyễn Quốc An nhìn như con đười ươi,2,nguyễn_quốc_an con như nhìn đười ươi
"Edit lại như này 3 người đỡ bị đơ, may ghê.",0,"edit lại như này 3 người đỡ bị đơ , may ghê ."
"Phương Dung Nguyễn chị chơi vậy, ai đ* chị",2,"phương_dung chị chơi vậy , ai đ * nguyễn_chị"
Nó cố ý hay vô tình sống tới giờ vậy,1,nó cố_ý hay vô_tình sống tới giờ vô_tình vậy
"Dân đen ăn lồn hết rồi, đkm :D",1,"dân đen ăn_lồn hết rồi , đkm đkm"
phim càng rì viu lắm thì càng ko xem,0,phim càng rì_viu lắm thì càng ko xem
cac gì bóng của thầy là con chó à?hay linh thú nằm trong thầy đây,0,cac gì bóng của thầy là con chó à ? hay linh_thú nằm trong thầy đây
Đảng hãy cho tôi lời khuyên đi,0,đảng hãy cho tôi lời khuyên đi
Dm! qua đợt dịch này thì thằng sống ích kỷ này chắc sớm gia nhập juventuts,2,dm ! thì qua đợt dịch này thì thằng sống_ích_kỷ này chắc sớm gia_nhập juventuts
Mấy thằng chó cs chắc tức lắm vì ng dân đã phá cái nơi cung cấp cứt cho tụi nó ăn.,2,mấy thằng chó cuộc sống chắc_tức lắm vì người dân đã phá cái nơi cung_cấp cứt cho tụi nó ăn .
Vũ Béoo Hoàng Hiệp Thành St Lâmbuisoicapytn hôm nào a đưa các chú đi chơi như vậy nhé 😛 khà khà 🙂,0,vũ_béoo hoàng_hiệp thành st lâmbuisoicapytn hôm nào a đưa các chú đi chơi như_vậy nhé_khà khà
Mất mặt người miền Tây .. miệng thì chửi Bắc kỳ. Nhưng cai miệng thì chữa tục tiểu ha. linh cá lóc .đừng có về vn nữa ha...,2,mất mặt người miền tây .. miệng thì chửi bắc_kỳ . nhưng chữa_tục tiểu . linh . đừng có về nam nữa ha ...
Xạo lồng quá mầy ơi,2,xạo lồng quá mầy ơi
Xem a be tất hàiiii,0,xem a_be tất_hài
"có một sự tồn tại của đàn bò mang tên "" cực kỳ thuyết phục "", có sở thích là nhai đi nhai lại, mục đích của chúng trên hành tinh này vẫn chưa có lời giải đáp, theo như các nhà động vật học cho biết loài bò này có lối sống hoang dâm trụy lạc, có thể động dục bất cứ lúc nào, con số của loài này đang được gia tăng đáng kể.",2,"có sự tồn_tại của đàn bò mang tên "" cực_kỳ thuyết_phục "" , có sở_thích là đi nhai_lại , mục_đích của chúng trên hành_tinh này vẫn chưa có lời giải_đáp , theo như các nhà_động_vật_học cho biết bò này có lối sống hoang_dâm trụy_lạc , có_thể động_dục bất_cứ lúc_nào , của loài này đang được gia_tăng ."
giống con cặc🤣🤣,1,giống con cặc cặc
Like cho cô 👍,0,like cho cô
"Các bạn đọc thông cảm bme của tg ad đi gặm xương rồi, k mang nó theo nên nó xàm lồn, ngồi liếm cứt của bọn Bốc Bãi Cứt ra ăn đấy",2,"các bạn_đọc thông_cảm_bme của thời gian ad đi gặm xương rồi , nó mang k theo nên nó xàm_lồn , ngồi liếm_cứt của bọn bốc bãi cứt ra ăn đấy"
Cực kỳ thuyết phục anh êi,0,cực_kỳ thuyết_phục anh êi
Đi vài bữa rã họng rồi lại lết về thôi mà.loại mất dậy ...,1,đi vài bữa rã_họng rồi lại lết về thôi mà . loại mất dậy ...
Bố làm lương có 7 triệu,0,bố làm lương có 7 triệu
"Thanh Nghệ Tĩnh là trùm CM ( trừ vùng CG thì đỡ ) , nên mấy gia đình kia từ chối ko có gì lạ !",0,"thanh_nghệ_tĩnh là trùm comment ( trừ vùng cũng thì đỡ ) , nên mấy gia_đình kia từ_chối ko có gì lạ !"
Bộ trưởng quốc phòng hèn nhất LS VN,2,việt quốc_phòng hèn nhất làm sao bộ_trưởng nam
Đm tao cừ tao ỉa 🤣🤣,1,địt mẹ tao ỉa tao cừ
"Đang có cái game mua Hàu tặng bút này a e! Dùng cái của nợ chị vợ nói là đây nhé. CH!CH khỏe, CH!CH phê, đê mê tối ngày!!!",1,"đang có cái game mua hàu tặng bút này a_e ! dùng cái của nợ chị vợ ! là đây nhé . ch ! ch khỏe , ch nói ch phê , đê_mê tối_ngày ! ! !"
"NHNN lại có việc , thằng Son đổi USD số lượng lớn ra tiền Việt kìa . Dân đổi 100USD thì nó đè ra phạt 90tr , thằng cán bộ đổi mấy triệu USD có khi xe chở tiền nó lùi vào tận cửa phòng khách ... Pháp luật phân biệt đối xử vcl",2,"nhnn lại có lớn , thằng son đổi usd số_lượng việc ra tiền việt_kìa . dân đổi 100 usd thì nó đè ra phạt 90 tr , thằng cán_bộ đổi mấy triệu usd có_khi xe chở tiền nó lùi vào tận cửa phòng khách ... pháp_luật phân_biệt đối_xử vãi cả lồn"
"Ở indonesia đã có tàu điện ngầm rồi, ở Đông Lào đợi mãi không có",2,"ở indonesia đã có tàu_điện_ngầm rồi , ở đông không"
Ý thức như cuối đầu bài,1,ý_thức như cuối đầu bài
Tuổi thơ có a là điều mà k ai cx có đâu à hí,0,tuổi_thơ có a là điều mà k ai cx có đâu à hí
R thế giáo án đá phò đâu thầy l,2,r thế giáo_án đá phò l thầy đâu
Bạn đen lắm 😌😌😂,0,bạn đen lắm
Phần nổi của tảng băng chìm,0,phần nổi của tảng băng chìm
Dạo này nó cho truyền thông nhiều tiền nên im hẳn khá lâu,1,dạo truyền_thông này nó cho truyền_thông nhiều tiền nên im_hẳn khá lâu
Lai ? Lai là lai chó đó sao,1,lai ?_lai là chó lai đó sao
Ngu chua tung co di mua do phe thai ve xai made in tau khua dat nuoc ngoc dau ko noi la do lanh dao ngu ngoc,1,ngu chua_tung co di_mua do phe_thai ve_xai made in tau khua dat nuoc ngoc dau ko noi_la lanh dao ngu ngoc
Có đéo đâu chỉ khoe của người khác thì làm cái lồn què gì,2,có làm đâu chỉ khoe của người khác thì đéo cái lồn què gì
Tiền ngta gửi nước ngoài hết rồi lấy đâu ra mà ủng hộ.,1,tiền người ta gửi nước_ngoài hết rồi lấy đâu ra mà ủng_hộ .
Cái tập đoàn dacosan rước giặc đây mà,2,cái tập_đoàn dacosan rước giặc đây mà
"Tưởng thế là hay, lớn r à không! Già r mà k biết suy nghĩ gì hết",1,"thế_là hay , lớn r à ! già r mà biết suy_nghĩ gì hết"
Chế độ hiện thời chỉ còn tồn tại nhờ vào dối trá và mị dân.,1,chế_độ hiện_thời chỉ còn tồn_tại chế_độ nhờ vào dối_trá và mị_dân .
Lại khoe chiếc ảnh này vì các chị vs các bạn trường tôi múa đẹp,0,lại khoe chiếc ảnh này vì các chị vs các bạn trường tôi múa đẹp
Coi vui và cảm nhận đc cái chân thật và tình nghĩa.. cảm ơn lisa miss Minh Hiếu ❤️❤️❤️,0,coi vui và cảm_nhận đc cái chân_thật và tình_nghĩa .. cảm_ơn lisa miss_minh hiếu
Tìm ra sự khác biệt nào mấy mem 😂😂,0,tìm ra sự khác_biệt nào mấy mem
Thảo Vi căng bạn ơi 😭😭😭,0,thảo_vi căng bạn ơi
Con chó diên dan chuong trình nghe muon ỉa ra quần,2,con chó diên_dan chuong_trình muon ỉa ra quần
hâhha,0,hâhha
A tuân hỏi chu cà mo la gi lam e cười mn xỉu,0,a_tuân hỏi chu_cà_mo la gi_lam e_cười mn_xỉu
Dạo này nó cho truyền thông nhiều tiền nên im hẳn khá lâu,1,dạo này nó cho truyền_thông nhiều tiền im_hẳn nên khá lâu
tien su no lam mom ?....,1,tien_su .... lam_mom ? no
Câu truyện sói đưa ông già đi ăn cua 😂😂,0,câu truyện_sói đưa ông_già đi ăn_cua
"Ồ ,tự nhiên add làm e nhớ mấy ông áo vàng cho lính đánh xe taxi chặn đường để bắt sai làn :)))",2,"ồ , tự_nhiên add làm e nhớ mấy ông áo vàng cho lính đánh xe taxi chặn đường để bắt sai làn"
Bê đê chúa :)),1,đê_chúa bê
"Có tiền, có xe mà ý thức thua điểm thi hóa của cháu nữa :\""((",1,"có tiền , có xe mà ( thua điểm thi_hóa của cháu nữa "" ( ý_thức"
Ủa đáng lí con gà phải là Abe chứ :)),0,ủa đáng_lí con gà phải là abe chứ
Chúc a dộ năm mơdi vv,0,chúc a_dộ năm mơdi vui vẻ
"Đizz mẹ nó giết dân từ từ hết chuyện này đến chuyện khác lũ chó quân ăn cướp chứ đéo phải là quân iu nước , bây h nó còn rước giặc tàu rồi mở đương cho tàu qua giết dân ta cho nhanh , đưa formosa zề giết dân ta bàn chứng cụ thể ai ai cũng thấy",2,"đizz mẹ nó giết_dân từ_từ hết chuyện này đến chuyện khác lũ chó quân ăn_cướp chứ đéo phải là quân iu nước , bây_h nó còn rước giặc tàu rồi mở đương cho tàu qua giết dân ta cho nhanh , đưa formosa zề giết dân ta bàn_chứng cũng ai_ai cụ_thể thấy"
cđmmmmm nhung:),2,cộng cộng đồng mạng nhung
Thật đáng trân trọng. 1 người dám hi sinh thân mình để bảo vệ mọi người,0,thật đáng trân_trọng . 1 người dám hi_sinh thân mình để bảo_vệ mọi người
"TD điên, VHL láu cá câu view. Dù vậy mùa dịch ở nhà coi cũng đỡ buồn. Hi hi",2,"thể dục điên , vhl láu cá câu view . dù vậy mùa dịch ở nhà coi cũng đỡ buồn . hi_hi"
Gần bằng Bác Ngạn kể rồi anh ưi 🙄🙄,0,gần bằng bác ngạn kể rồi anh ưi
Tự nhiên nghĩ lại thấy đẹp trai cũng là cái tội ae ạ,0,tự_nhiên nghĩ_lại thấy đẹp_trai cũng là cái tội anh em ạ
Lốp là m đấy,0,lốp là m đấy
Đm mặc sịp vào chim to vcl ạ =)))),1,địt mẹ mặc sịp chim to_vcl ạ
Toang cmnr top 4 chưa có mà lại thế lày :)),1,toang con có nó rồi top 4 chưa mẹ mà_lại thế lày
Đm đứa nào like cmt tao đấy,0,địt mẹ đứa nào like cmt tao đấy
Xi - Men  tiếng pháp là tuần lễ. Các thiếu nữ phá đel bộ vòng nầy gồm 7 chíếc. Tượng trưng chl tuần lễ. Còn dân nầy mắc ngu quá nên đeo 70 chiếc.,2,xi - men tiếng tuần_lễ là pháp . các thiếu_nữ phá đel_bộ vòng nầy gồm 7 chiế́c . tượng_trưng chl tuần_lễ . còn dân nầy mắc ngu quá nên đeo 70 chiếc .
Có cl chụy mày tin ấy :)),1,có cái tin chụy mày lồn ấy
Đéo đở dc)),1,đéo đở dc ) )
Anh đéo phải trình bày,2,phải anh đéo phải trình_bày
Ý thức kb so sánh với cái thứ rác rưởi gì luôn😣😣,1,ý_thức không biết so_sánh cái thứ gì luôn
Thương nhất vợ lúc này vất vả thật và nên đỡ họ những lúc họ cần những ng đàn ông như mình bên cạnh,0,thương nhất vợ lúc này vất_vả thật và nên đỡ họ những lúc họ cần những ng đàn_ông như mình bên cạnh
Thương hiệu cao bằng đc nâng lên 1 tầng cao mới,0,thương_hiệu cao bằng đc nâng lên 1 tầng cao mới
"đéo chấp loại này vì nói gì nó cũng vậy thôi, ae kệ nó đi, chắc nó là bảo vệ ở đó đó :))",1,"đéo chấp_loại này vì nói gì nó cũng vậy thôi , anh em kệ nó đi , chắc nó là bảo_vệ ở đó đó"
1 câu thôi là ad ngu như con chó chống phá nửa mùa xàm le xàm lông xàm lá,2,1 câu thôi là ad_ngu như con chó chống_phá nửa mùa xàm_le xàm lông xàm lá
Trung đái dầm,2,trung_đái dầm
"Ai ko biết nhục thì có thể cười thật tươi cũng được, đó cũng là 1 cách giải quyết khó khăn :)))))",1,"ai ko nhục thì có_thể cười thật tươi cũng được , đó cũng là 1 giải_quyết khó_khăn"
Đây,0,đây
train làm gì anh Ba. malphite thần kiếm mana còn dạng được mà 😂😂,0,train làm gì anh ba . malphite thần kiếm mana còn dạng được mà
củng giống như kô có thể nào thay đổi được loài cộng sản ...,2,củng giống như kô có_thể nào thay_đổi kô được loài cộng_sản ...
Dù ai nói ngã nói nghiêng đỷ này vẫn xạo lồn như xưa,2,dù ai nói ngã nói nghiêng_đỷ này ai vẫn xạo_lồn như xưa
Chán ông già vl,1,chán ông_già vãi lồn
"Đéo tin! Mèo rồi lại hoàn mèo thôi! Dăm ba bữa rồi chìm thôi quá lắm thì kiểm điểm, rút kinh nghiệm",1,"đéo tin !_mèo rồi lại hoàn_mèo thôi ! dăm_ba bữa rồi chìm thôi quá lắm thì kiểm_điểm , tin rút kinh_nghiệm"
"Cô cứ ""cứu nhân độ thế đi"" tụi con theo cô, quân bây đâu theo tao :)))))))",0,"cô cứ "" cứu nhân_độ thế đi "" tụi con theo cô , quân bây đâu theo tao"
ok gionf,0,ok gionf
Long Nguyễn do não m khôn hay ngu thôi,2,long nguyễn do não m khôn hay ngu thôi
"ơ, e tưởng phải bằng nhiều vailon chứ :)))",1,"ơ , e_tưởng phải bằng nhiều vailon chứ"
link đâu con mẹ m,1,link link đâu con mẹ m
@Yo Min cc,2,min con cặc
Anh Minh đéo hiểu sao giờ còn làm mấy cái trò trẻ trâu này,2,anh minh đéo hiểu sao giờ còn làm mấy cái trò này trâu trẻ
okee a ưii,0,okee a ưii
Loai ngu dốt ko bt. Huc la zi ! Lam mất hết an tuong người phụ nữ việt nam ! Ko tha thứ được!,1,loai ngu dốt ko biết . huc la_zi mất !_lam hết an_tuong người phụ_nữ việt_nam !_ko tha_thứ được !
@Khánh Linh,0,linh
"Cộng sản luôn đúng, nếu cộng sản sai thì mày là thằng phản động",2,"cộng_sản đúng , nếu cộng_sản sai thì mày là thằng phản_động"
Như  một  Con  điên...,2,như một con điên ...
Đéo quan tâm t nào lãnh đạo?,2,đéo quan_tâm t nào lãnh_đạo lãnh_đạo ?
Con bóng??,1,con bóng ? ?
clm oke abe,1,cái lồn má oke cái abe
"Nhìn lướt qua thì trông chất vl, nhìn kỹ lại thì trông như cái đb ý",1,"nhìn lướt qua thì trông chất vãi lồn , nhìn kỹ lại thì trông như cái đầu buồi ý trông"
kkkkkkk con này bị cô ba vàng mã đào hết mớ rồi kkkk.bị sập bẫy của bà tam cung chén mũ rồi kkk,2,k con này cô ba vàng_mã hết mớ rồi . bị sập của bà tam_cung chén mũ rồi
❤,0,
Mất lịch sự thì có,1,mất thì lịch_sự có
Nguyễn Thuận clone sủa cc gì em,2,cặc sủa con nguyễn_thuận_clone gì em
Bà nội m,1,bà nội m
Có ai tới đây chỉ để xem idol tấu hài không :)),0,có ai tới đây chỉ để xem idol_tấu hài không
Quả mồm sang đéo chịu dc kk,1,quả sang mồm đéo chịu dc kk
"Đéo tin! Mèo rồi lại hoàn mèo thôi! Dăm ba bữa rồi chìm thôi quá lắm thì kiểm điểm, rút kinh nghiệm",1,"đéo tin !_mèo rồi lại , thôi ! dăm_ba bữa rồi chìm thôi quá lắm thì kiểm_điểm hoàn_mèo rút kinh_nghiệm"
"đưa ra rồi mấy thằng bác học, mấy thằng tiến sĩ thạc sĩ nhục cái mặt làm sao ? đưa ra rồi còn đâu dự án cho mấy ổng ăn chia nữa, xời dễ hiểu",2,"đưa ra rồi mấy thằng bác học , mấy thằng tiến_sĩ thạc_sĩ nhục cái mặt làm_sao ? đưa ra rồi còn đâu dự_án cho mấy ổng ăn_chia nữa , xời dễ hiểu"
Đhs nói ngu vl :))),1,đéo hiểu sao nói ngu vãi lồn
"Quá troi xl , đm bán hàng 10 năm , bớt đi cd oi",2,"quá troi xin lỗi , troi địt mẹ bán hàng 10 năm , bớt đi cd oi"
"đúng rồi, ngu đeo vàng nó chặt tay thì chết chứ còn gì nữa. dạo này thời tiết xấu, trúng gió độc chết là bình thường mà. cs nghèo chỉ có tiền ăn bánh mì, ko có tiền làm tường chắn gió, dễ trúng phong lắm. mà quan có bao h tham nhũng, toàn bị dân ép phải nhận tiền chứ quan thanh liêm lắm. - 1 thanh niên yêu nước yêu đảng cho hay-",2,"đúng rồi , ngu đeo vàng nó chặt tay phải chết chứ còn gì nữa . dạo này thời_tiết xấu , trúng gió độc chết là bình_thường mà . cuộc sống nghèo chỉ có tiền ăn bánh_mì , ko có tiền làm tường chắn gió , dễ trúng phong lắm . mà quan có bao_h tham_nhũng , toàn bị dân ép thì nhận tiền chứ quan_thanh_liêm lắm . - 1 thanh_niên yêu nước yêu_đảng cho_hay -"
Có cc nè em :),2,có con nè em
Con bóng  ngu ngục  minh hiếu,2,con bóng ngu ngục_minh hiếu
Xạo lol để giựt tiền người ta,1,xạo lol để giựt tiền người ta
"Dùng được trong 2 năm là còn may, đéo biết nổi 2 tháng không",1,"dùng được trong biết 2 năm là còn may , đéo biết nổi 2 tháng không"
Clm =)),1,cái lồn má
Ôi đm xoạc háng ra đọc hết cái cmt thì đau cả cứt,1,ôi địt mẹ xoạc háng địt ra đọc hết cái cmt thì đau cả cứt
Gia Cát Lồn =))))),2,gia cát lồn
2tr bộ tóc dm làm từ 10h sáng đến 6h tối 🙂,1,2 tr bộ tóc dm h làm từ 10 h sáng đến 6 h tối
Cực kì thuyết phục.,0,cực_kì thuyết_phục .
Toàn giáo án máu lồn chảy ngược,1,toàn giáo_án toàn máu_lồn chảy ngược
"Hải Yến bố con thần kinh, thở ra cái là thấy mùi rồi",2,"hải yến rồi bố_con thần_kinh , thở ra cái là thấy mùi rồi"
"Ở Italy còn ko lo , ở việt nam lo gì hãy tin vào nhà nước , quân y , bệnh viện dịch tễ họ thật sự đẳng cấp trong chuyện này đã chữa cho 16 ng , chị nhung vài bữa nữa khỏe giờ đó , nếu ko khỏe thì mình ship cho chị nhung 1 lạng đinh",2,"ở italy còn ko lo , ở việt_nam lo gì hãy tin vào nhà_nước , quân_y , bệnh_viện dịch_tễ họ thật_sự đẳng_cấp trong chuyện này đã chữa cho 16 ng , chị nhung vài bữa nữa khỏe giờ đó , nếu ko_khỏe thì mình ship cho chị nhung 1 lạng đinh"
"Đã tham mà còn đi với ngu thì ngồi tù là đúng rồi, cứ cho là thằng khốn kia nó ma ranh đi nhưng mà nếu thằng này biết khôn mà đề phòng thì là cái mẹ gì tới mức ở tù??? Tham thì thâm thôi",2,"đã tham mà_còn đi với ngu thì ngồi tù là đúng rồi , cứ cho là thằng khốn_kia nó ma_ranh đi nhưng_mà nếu thằng này biết khôn mà đề_phòng thì là cái mẹ gì tới mức ở tù ? ? ?_tham thì thâm thôi"
Cất con mắt lé vào đi r nc vs chị hiếu,1,cất con mắt lé vào đi r vs chị hiếu
"Hôm nay chiếu phim cuối tuần: ""Rời nhà đi con""",0,"hôm_nay chiếu_phim cuối tuần "" rời nhà đi con """
Ăn mặc như loz,1,ăn_mặc như loz
thien duong cs ngo that.biet tq mun hai vn ma van tiep tay cho tq,2,thien duong cuộc sống ngo that.biet trung quốc mun hai việt nam ma van tiep_tay cho trung quốc
Đây là một sự so sánh đơn giản giữa lý thuyết và thực tế :>,0,đây là một sự so_sánh đơn_giản giữa lý_thuyết và thực_tế : >
Tối Thầy stream đá phò đi thầy ơi,2,tối thầy stream đá phò đi thầy ơi
Bọn được hiến lúc này belike,0,bọn được hiến lúc này belike
TRẦN DẦN LÀ CỘNG SẢN NẰM VÙNG ĐẢ ĐẢO ĐẢ ĐẢO TRẦN DẦN HAHA😂😂,2,trần dần là cộng_sản nằm vùng_đả đảo đả_đảo trần dần haha
Em chửi bỏ mẹ chúng nó đi cái nich em chửi trần dần anh nghe xương quá nhất là quả quyền èm sàng hay gữi luôn cảm ơn nhé xêm buôn cười quá đi,2,em chửi bỏ mẹ chúng_nó đi cái nich em chửi trần dần anh nghe xương quá nhất là quả quyền èm_sàng hay gữi luôn cảm_ơn nhé_xêm buôn cười quá đi
"Hởi toàn thể 90 trịu dân VN chúng ta hãy truy tìm kẻ khốn nạn này. Đây là tiền thúê của chúg ta góp vào phục vụ đất nước, sao chúng trộm làm của riêng? Đậu móa anh chịu hết nổi rồi",2,"hởi toàn_thể trịu dân việt nam hãy truy_tìm kẻ khốn_nạn này . đây tiền thúê của chúng ta góp vào phục_vụ đất_nước , sao chúng trộm làm riêng ? đậu móa anh chịu hết_nổi rồi"
"Có vừa đâu mà khóc lóc, nước mắt giả tạo như nước hoa vậy đó",1,"có vừa đâu mà khóc_lóc , nước_mắt giả_tạo như nước_hoa vậy đó"
Ok homie Hung Khanh Vương 🌝,0,ok homie hung_khanh vương
có bạn ưi :)),0,có bạn ưi
mất dậy thật,1,mất dậy thật
Eo ơi nhìn cái mặt nó xấu mà ko giấy nào bút nào mà tả nổi . Đừng nói tới nó bẩn miệng mình . Coi nó còn tệ hơn đống phân .,2,eo ơi nhìn cái mặt nó xấu mà ko giấy nào bút nào mà tả nổi . đừng nói tới tới nó bẩn miệng mình . coi nó còn tệ hơn đống phân .
Bê đê chúa :)),1,bê đê_chúa
Loại này cho vài trái sầu riêng vào mặt là còn nhẹ :))),2,loại này cho vài sầu riêng mặt là còn nhẹ
Mất hình tượng vl,1,mất hình_tượng vãi mất lồn
"Mấy người lý luận, dịch k phải do chị Nhung đưa về đâu rồi ? Mấy ngày trước đã gặp chị Nhung để chúc mừng chưa ?",1,"mấy người lý_luận , dịch k phải do chị nhung về đâu ? mấy ngày_trước đã gặp chị nhung để chúc_mừng chưa ?"
"Đào Q.Anh Q.Anh Đào câu kia là ông Độ nói, người lớn th cha m",2,"đào q.anh q.anh , câu kia là ông độ nói đào người_lớn th cha m"
"hàn quốc là phồn vinh giả tạo, làm tay sai cho đế quốc thôi",2,"hàn_quốc là phồn_vinh giả_tạo , làm tay_sai cho đế_quốc thôi"
Dm vòng 800 vòng mới ra vđề mk kêu k thjx vòng vo. Chăk k thjx vòng it,1,dm vòng 800 vòng mới ra vấn đề mk kêu k thjx vòng_vo . chăk k thjx vòng it
Dân InDo haha,0,dân indo haha
Anh Độ said: an lon roi cac ban oiiiii,1,anh độ saidan lon roi cac ban oi
"về cơ bản làm cán bộ ở VN dễ vl ra ấy cứ việc nghĩ ra ý kiến linh tinh giống như việc cải cách giáo dục thi đại học ,đề nghị giảm học phí cho con e cA , ngực lép ko lái xe , hay bộ y tế đề nghị thay áo blu , giờ thì bình chữa cháy v .v và v cứ nêu vd ra nếu dân ko có ý kiến gì thì làm nếu chửi cho thì lại thôi éo cần phải động não",2,"về cơ_bản làm cán_bộ ở việt nam dễ vãi lồn ra ấy cứ_việc nghĩ ra ý_kiến linh_tinh giống như việc cải_cách giáo_dục thi đại_học , đề_nghị giảm học_phí cho con e_ca , ngực lép_ko lái_xe , hay bộ y_tế đề_nghị thay áo_blu , giờ thì bình chữa_cháy v dễ . v và v cứ nêu ví dụ ra nếu dân ko có ý_kiến gì thì làm nếu chửi cho thì lại thôi éo cần phải động_não"
Đầu lòng 2 gả hotboy,0,đầu_lòng 2 gả hotboy
múa như cái biệt danh Susan : Chó :)),1,múa như cái biệt_danh susan chó
Chi vui qua cjo em sin zalo chi di,0,chi vui qua cjo em sin zalo chi di
Nỗ lực từ cái xe đạp lren đk cái xe ba gác rồi.nói như đầu buồi,1,nỗ_lực từ cái xe_đạp lren đăng kí cái xe ba_gác rồi . nói như đầu buồi
vcl đấy,1,vãi cả lồn đấy
Chậm cái đầu buồi. Nhai như gia súc ko biết nhục à ? Hả thành phần cặn bã xã hội,2,chậm cái đầu buồi . nhai như gia_súc ko biết nhục à ?_hả thành_phần cặn_bã xã_hội
Gil qq,2,gil quần què gil
chặt cuu,1,chặt cuu chặt
"Nghi ""vu khống"" à :)))",0,"nghi "" vu_khống "" à"
Con nầy tới số chửi đến lũ Bắc kỳ,2,số nầy tới con chửi đến lũ bắc kỳ
Sô bít càng ngày càng xàm cái giống gì cũng lên sóng,2,sô bít càng_ngày_càng xàm cái giống gì cũng lên sóng
Thanhks Mình Hiểu,0,thanhks mình hiểu
Tinh trùng Khuyết tật,2,tinh_trùng khuyết_tật
Khung,1,khung khung
Mẹ mày hưởi quần xì của con ômô  ý lộn ômôi chứ kkk😁😁😁😁😁😁 cười ỉa,2,mẹ mày hưởi quần_xì của con ômô ý_lộn ômôi chứ k cười ỉa
"Ông Tuân ổng cười khà khà , ổng cười quài luôn á. Ta nói chời ơi cô vừa dễ thương còn thật thà nữa",0,"ông tuân_ổng cười khà_khà , ổng cười quài luôn á . ta nói chời ơi cô vừa dễ_thương còn thật_thà nữa"
"Lá lành đùm lá rách là ở đó. Tiền thuế người giàu ""đùm"" người kém may mắn. Đó cũng là tư tưởng của mọi đảng chính trị thế giới, và điều nực cười nhất đó là Đảng Cộng sản nỗi dậy vì các tư tưởng bảo vệ người nghèo, người kém may mắn. Nhưng khi nắm quyền thì họ lật lộng. VN cũng có câu hay về những người đó: ""quẹt mỏ như gà"".",2,"lá lành đùm_lá rách là ở đó . tiền thuế người giàu "" đùm "" người kém may_mắn . đó cũng là tư_tưởng của mọi đảng chính_trị thế_giới , và điều_nực cười nhất đó là đảng_cộng_sản nỗi dậy vì các tư_tưởng bảo_vệ người nghèo , người kém may_mắn . nhưng khi nắm quyền thì họ lật lộng . việt nam cũng có câu hay về những người đó "" quẹt mỏ như gà "" ."
Tưởng nhầm kênh nhưng đến pha cuối thì chắc là abe rồi,0,tưởng nhầm kênh nhưng đến pha cuối thì chắc là abe rồi
Rảnh thì giúp mẹ giúp cha. Ở đây sống chậm mả cha chúng mày...,2,rảnh thì giúp mẹ giúp cha . ở đây sống chậm_mả cha chúng_mày giúp ...
Tha em thấy ơiii,0,tha em thấy ơi
Các bạn có thấy các ông mấy bà mấy năm nay toàn đề ra những cái rất là vớ vẩn vô ích vô nghiã không... Éo thấy làm gì có lợi cho đất nước?,2,các bạn có thấy các ông mấy bà năm nay đề ra những cái rất là vô_ích vô_nghĩa không ... éo thấy làm_gì có lợi cho đất_nước ?
Nguyễn Đức Thủy hại thận,0,nguyễn_đức thủy_hại thận
Có nên tử hình những con người thiếu ý thức cộng đồng nv ko nhỉ. Chả khác nào tuấn khỉ vs những kẻ sát nhân máu lạnh :((,2,có nên tử_hình những con_người thiếu ý_thức cộng_đồng nhân viên ko_nhỉ . chả khác nào kẻ khỉ vs những tuấn sát_nhân máu lạnh
Choy hahaa. Who was Mei Hong?,0,choy hahaa . who was mei hong ?
vcl,1,vãi cả lồn
"DM...thằng assmin này phản lại cái động...bố nó thông minh,tài giỏi mới làm lãnh đạo...nó có gen di truyền thông minh,tài giỏi đó mới làm lãnh đạo như bố nó...không lẽ mày muốn thằng phụ bếp làm ""tủ lạnh"",thằng thiến heo làm TBT...v..v..DM có mà xuống hố cả nút đất nước này ah...DM...",2,"dm ... thằng assmin này phản_lại cái_động ... bố nó thông_minh , tài giỏi mới làm lãnh_đạo ... nó có gen di_truyền đó , tài giỏi thông_minh mới làm lãnh_đạo như bố nó ... không_lẽ mày muốn thằng phụ bếp làm "" tủ_lạnh "" , thằng thiến heo làm tbt ... v .. v .. dm có mà xuống hố cả nút đất_nước này ah ... dm ..."
"Được anh , được vãi lon anh ạ :)))",1,"được anh , được vãi lon anh anh ạ"
Quật chết mẹ nó luôn đeee,2,quật luôn mẹ nó chết đe
Trư Bát Giới đã viết ae cho sập cmn đi,1,trư bát_giới đã viết anh em cho sập con mẹ nó đi
Phim dở vl ạ hihi. Nữ chính đơ hơn nữ phụ,1,phim dở_vl ạ hihi . nữ . chính_đơ hơn nữ phụ
"Trời h mà đụng tới bk là mì chết sớm nhe con kia , chết ko kịp ngáp , mất dạy",2,"trời h khoa mà đụng tới bách khoa là mì chết sớm nhe con kia , chết ko kịp ngáp , mất dạy"
Bảo dan tri thap thì tự ái :),1,bảo tự_ái tri_thap thì dan
Đéo ai bắt xem ??=}},1,đéo ai bắt ? ? xem = } }
Địt mẹ mấy thằng sếp và những thằng liên quan của t luôn.,2,địt mẹ mấy thằng sếp và những thằng liên_quan của t luôn .
